01:33:56.237 | V |                      | ArgumentsFromParametersFile.OnBuildCreated (150)
01:33:56.247 | V |                      | HandleReSharperSurrogateArguments.OnBuildCreated (150)
01:33:56.247 | V |                      | InjectParameterValues.OnBuildCreated (100)
01:33:56.259 | V |                      | HandleShellCompletion.OnBuildCreated (75)
01:33:56.416 | V |                      | GenerateBuildServerConfigurations.OnBuildCreated (50)
01:33:56.417 | V |                      | InvokeBuildServerConfigurationGeneration.OnBuildCreated (45)
01:33:56.426 | V |                      | UpdateNotification.OnBuildCreated (10)
01:33:56.426 | V |                      | UnsetVisualStudioEnvironmentVariables.OnBuildCreated (0)
01:33:56.426 | V |                      | HandleVisualStudioDebugging.OnBuildCreated (0)
01:33:56.427 | V |                      | EventInvoker.OnBuildCreated (-3.4028235E+38)
01:33:56.436 | V |                      | HandlePlanRequests.OnBuildInitialized (10)
01:33:56.436 | V |                      | HandleHelpRequests.OnBuildInitialized (5)
01:33:56.436 | V |                      | Telemetry.OnBuildInitialized (0)
01:33:56.446 | W |                      | Attempting second-chance registration of MSBuild after RegisterDefaults failed
01:33:56.642 | W |                      | Could not register MSBuild: Could not load file or assembly 'System.Runtime, Version=9.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a'. The system cannot find the file specified.
01:33:56.645 | W |                      | Exception was suppressed
System.IO.FileNotFoundException: Could not load file or assembly 'System.Runtime, Version=9.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a'. The system cannot find the file specified.
File name: 'System.Runtime, Version=9.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a'
   at Nuke.Common.Execution.Telemetry.CheckAwareness()
   at System.RuntimeMethodHandle.InvokeMethod(Object target, Void** arguments, Signature sig, Boolean isConstructor)
   at System.Reflection.MethodBaseInvoker.InvokeWithNoArgs(Object obj, BindingFlags invokeAttr)
01:33:56.651 | V |                      | InjectNonParameterValues.OnBuildInitialized (-100)
01:33:56.885 | V |                      | EventInvoker.OnBuildInitialized (-3.4028235E+38)
01:33:56.895 | V | KubeLintScan         | EventInvoker.OnTargetRunning (-3.4028235E+38)
01:33:56.895 | V | KubeLintScan         | Telemetry.OnTargetSucceeded (0)
01:33:56.895 | V | KubeLintScan         | EventInvoker.OnTargetSucceeded (-3.4028235E+38)
01:33:56.898 | V | KubeConform          | EventInvoker.OnTargetRunning (-3.4028235E+38)
01:33:56.899 | I | KubeConform          | > C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe Get-ChildItem -Path .\Manifests -Recurse -Filter *.yaml | ForEach-Object { kubeconform -strict -verbose -output junit -ignore-missing-schemas -summary  $_.FullName } 
01:33:56.899 | V | KubeConform          | @ D:\Repositories\Talosbootstrap
01:33:57.901 | D | KubeConform          | <testsuites name="kubeconform" time="0.2301429" tests="1" failures="0" disabled="1" errors="0">
01:33:57.901 | D | KubeConform          |   <testsuite name="D:\Repositories\Talosbootstrap\Manifests\Ingress\gateway.yaml" id="1" tests="1" failures="0" errors="0" disabled="0" skipped="1">
01:33:57.901 | D | KubeConform          |     <testcase name="default/example-gateway" classname="Gateway@gateway.networking.k8s.io/v1" time="0">
01:33:57.901 | D | KubeConform          |       <skipped message=""></skipped>
01:33:57.902 | D | KubeConform          |     </testcase>
01:33:57.902 | D | KubeConform          |   </testsuite>
01:33:57.903 | D | KubeConform          | </testsuites>
01:33:58.111 | D | KubeConform          | <testsuites name="kubeconform" time="0.1885906" tests="1" failures="0" disabled="1" errors="0">
01:33:58.111 | D | KubeConform          |   <testsuite name="D:\Repositories\Talosbootstrap\Manifests\Ingress\route.yaml" id="1" tests="1" failures="0" errors="0" disabled="0" skipped="1">
01:33:58.111 | D | KubeConform          |     <testcase name="ngrok-gateway/my-route" classname="HTTPRoute@gateway.networking.k8s.io/v1" time="0">
01:33:58.112 | D | KubeConform          |       <skipped message=""></skipped>
01:33:58.112 | D | KubeConform          |     </testcase>
01:33:58.113 | D | KubeConform          |   </testsuite>
01:33:58.113 | D | KubeConform          | </testsuites>
01:33:58.139 | D | KubeConform          | <testsuites name="kubeconform" time="0.0016762" tests="0" failures="0" disabled="0" errors="0">
01:33:58.140 | D | KubeConform          |   <testsuite name="D:\Repositories\Talosbootstrap\Manifests\LoadBalancer\loadbalancer.yaml" id="1" tests="0" failures="0" errors="0" disabled="0" skipped="0"></testsuite>
01:33:58.140 | D | KubeConform          | </testsuites>
01:33:58.323 | D | KubeConform          | <testsuites name="kubeconform" time="0.1624442" tests="1" failures="0" disabled="0" errors="0">
01:33:58.324 | D | KubeConform          |   <testsuite name="D:\Repositories\Talosbootstrap\Manifests\LoadBalancer\pod.yaml" id="1" tests="1" failures="0" errors="0" disabled="0" skipped="0">
01:33:58.324 | D | KubeConform          |     <testcase name="security-context-demo" classname="Pod@v1" time="0"></testcase>
01:33:58.325 | D | KubeConform          |   </testsuite>
01:33:58.325 | D | KubeConform          | </testsuites>
01:33:58.339 | V | KubeConform          | Telemetry.OnTargetSucceeded (0)
01:33:58.339 | V | KubeConform          | EventInvoker.OnTargetSucceeded (-3.4028235E+38)
01:33:58.343 | V | KubeLint             | EventInvoker.OnTargetRunning (-3.4028235E+38)
01:33:58.343 | I | KubeLint             | > C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe Get-ChildItem -Path .\Manifests -Recurse -Include  '*.yaml',  '*.yml' | ForEach-Object { kube-linter lint $_.FullName } 
01:33:58.343 | V | KubeLint             | @ D:\Repositories\Talosbootstrap
01:33:59.109 | E | KubeLint             | Warning: no valid objects found.
01:33:59.152 | E | KubeLint             | Warning: no valid objects found.
01:33:59.197 | E | KubeLint             | Warning: no valid objects found.
01:33:59.243 | D | KubeLint             | KubeLinter 0.7.1
01:33:59.243 | E | KubeLint             | Error: found 3 lint errors
01:33:59.243 | D | KubeLint             | 
01:33:59.244 | D | KubeLint             | D:\Repositories\Talosbootstrap\Manifests\LoadBalancer\pod.yaml: (object: <no namespace>/security-context-demo /v1, Kind=Pod) The container "sec-ctx-demo" is using an invalid container image, "busybox". Please use images that are not blocked by the `BlockList` criteria : [".*:(latest)$" "^[^:]*$" "(.*/[^:]+)$"] (check: latest-tag, remediation: Use a container image with a specific tag other than latest.)
01:33:59.244 | D | KubeLint             | 
01:33:59.244 | D | KubeLint             | D:\Repositories\Talosbootstrap\Manifests\LoadBalancer\pod.yaml: (object: <no namespace>/security-context-demo /v1, Kind=Pod) container "sec-ctx-demo" does not have a read-only root file system (check: no-read-only-root-fs, remediation: Set readOnlyRootFilesystem to true in the container securityContext.)
01:33:59.245 | D | KubeLint             | 
01:33:59.245 | D | KubeLint             | D:\Repositories\Talosbootstrap\Manifests\LoadBalancer\pod.yaml: (object: <no namespace>/security-context-demo /v1, Kind=Pod) container "sec-ctx-demo" has memory limit 0 (check: unset-memory-requirements, remediation: Set memory limits for your container based on its requirements. Refer to https://kubernetes.io/docs/concepts/configuration/manage-resources-containers/#requests-and-limits for details.)
01:33:59.245 | D | KubeLint             | 
01:33:59.259 | V | KubeLint             | Telemetry.OnTargetSucceeded (0)
01:33:59.259 | V | KubeLint             | EventInvoker.OnTargetSucceeded (-3.4028235E+38)
01:33:59.261 | V | RunSemGrep           | EventInvoker.OnTargetRunning (-3.4028235E+38)
01:33:59.264 | E | RunSemGrep           | Target RunSemGrep has thrown an exception
System.ComponentModel.Win32Exception (2): An error occurred trying to start process 'semgrep' with working directory 'D:\Repositories\Talosbootstrap'. The system cannot find the file specified.
   at System.Diagnostics.Process.StartWithCreateProcess(ProcessStartInfo startInfo)
   at System.Diagnostics.Process.Start(ProcessStartInfo startInfo)
   at Build.<>c.<get_RunSemGrep>b__13_1() in D:\Repositories\Talosbootstrap\build\Build.cs:line 71
   at Nuke.Common.Execution.BuildExecutor.<>c.<Execute>b__4_2(Action x) in /_/source/Nuke.Build/Execution/BuildExecutor.cs:line 120
   at System.Collections.Generic.List`1.ForEach(Action`1 action)
   at Nuke.Common.Execution.BuildExecutor.Execute(NukeBuild build, ExecutableTarget target, IReadOnlyCollection`1 previouslyExecutedTargets, Boolean failureMode) in /_/source/Nuke.Build/Execution/BuildExecutor.cs:line 120
01:33:59.267 | V | RunSemGrep           | EventInvoker.OnTargetFailed (-3.4028235E+38)
01:33:59.268 | V | SecretScan           | EventInvoker.OnTargetRunning (-3.4028235E+38)
01:33:59.268 | V | SecretScan           | Telemetry.OnTargetSucceeded (0)
01:33:59.269 | V | SecretScan           | EventInvoker.OnTargetSucceeded (-3.4028235E+38)
01:33:59.271 | V | ExecutePolaris       | EventInvoker.OnTargetRunning (-3.4028235E+38)
01:33:59.271 | I | ExecutePolaris       | > D:\Tools\polaris.exe audit --audit-path ./Manifests/ --set-exit-code-on-danger --set-exit-code-below-score 90
01:33:59.271 | V | ExecutePolaris       | @ D:\Repositories\Talosbootstrap
01:33:59.315 | D | ExecutePolaris       | {
01:33:59.316 | D | ExecutePolaris       |   "PolarisOutputVersion": "1.0",
01:33:59.316 | D | ExecutePolaris       |   "AuditTime": "2025-02-13T01:33:59Z",
01:33:59.316 | D | ExecutePolaris       |   "SourceType": "Path",
01:33:59.316 | D | ExecutePolaris       |   "SourceName": "./Manifests/",
01:33:59.317 | D | ExecutePolaris       |   "DisplayName": "./Manifests/",
01:33:59.317 | D | ExecutePolaris       |   "ClusterInfo": {
01:33:59.317 | D | ExecutePolaris       |     "Version": "unknown",
01:33:59.317 | D | ExecutePolaris       |     "Nodes": 0,
01:33:59.318 | D | ExecutePolaris       |     "Pods": 0,
01:33:59.318 | D | ExecutePolaris       |     "Namespaces": 0,
01:33:59.318 | D | ExecutePolaris       |     "Controllers": 1
01:33:59.318 | D | ExecutePolaris       |   },
01:33:59.318 | D | ExecutePolaris       |   "Results": [
01:33:59.319 | D | ExecutePolaris       |     {
01:33:59.319 | D | ExecutePolaris       |       "Name": "example-gateway",
01:33:59.319 | D | ExecutePolaris       |       "Namespace": "default",
01:33:59.319 | D | ExecutePolaris       |       "Kind": "Gateway",
01:33:59.320 | D | ExecutePolaris       |       "Results": {},
01:33:59.320 | D | ExecutePolaris       |       "PodResult": null,
01:33:59.320 | D | ExecutePolaris       |       "CreatedTime": "0001-01-01T00:00:00Z"
01:33:59.320 | D | ExecutePolaris       |     },
01:33:59.321 | D | ExecutePolaris       |     {
01:33:59.321 | D | ExecutePolaris       |       "Name": "my-route",
01:33:59.321 | D | ExecutePolaris       |       "Namespace": "ngrok-gateway",
01:33:59.321 | D | ExecutePolaris       |       "Kind": "HTTPRoute",
01:33:59.321 | D | ExecutePolaris       |       "Results": {},
01:33:59.322 | D | ExecutePolaris       |       "PodResult": null,
01:33:59.322 | D | ExecutePolaris       |       "CreatedTime": "0001-01-01T00:00:00Z"
01:33:59.322 | D | ExecutePolaris       |     },
01:33:59.322 | D | ExecutePolaris       |     {
01:33:59.323 | D | ExecutePolaris       |       "Name": "security-context-demo",
01:33:59.323 | D | ExecutePolaris       |       "Namespace": "",
01:33:59.323 | D | ExecutePolaris       |       "Kind": "Pod",
01:33:59.323 | D | ExecutePolaris       |       "Results": {
01:33:59.323 | D | ExecutePolaris       |         "metadataAndInstanceMismatched": {
01:33:59.324 | D | ExecutePolaris       |           "ID": "metadataAndInstanceMismatched",
01:33:59.324 | D | ExecutePolaris       |           "Message": "Label app.kubernetes.io/instance must match metadata.name",
01:33:59.324 | D | ExecutePolaris       |           "Details": null,
01:33:59.324 | D | ExecutePolaris       |           "Success": false,
01:33:59.324 | D | ExecutePolaris       |           "Severity": "warning",
01:33:59.325 | D | ExecutePolaris       |           "Category": "Reliability",
01:33:59.325 | D | ExecutePolaris       |           "Mutations": null
01:33:59.325 | D | ExecutePolaris       |         }
01:33:59.325 | D | ExecutePolaris       |       },
01:33:59.326 | D | ExecutePolaris       |       "PodResult": {
